Country;Year;Daily cigarettes;Smokers.Total;Smokers.Female;Smokers.Male
Afghanistan;1980;5.6999998;733520;81707;651813
Afghanistan;1981;5.8000002;720102;79276;640826
Afghanistan;1982;5.8000002;700415;76061;624355
Afghanistan;1983;5.9000001;676984;72411;604572
Afghanistan;1984;6.0;653812;68908;584905
Afghanistan;1985;6.0999999;634732;65946;568786
Afghanistan;1986;6.0999999;619871;63570;556301
Afghanistan;1987;6.0999999;608651;61716;546936
Afghanistan;1988;6.0;606307;60768;545540
Afghanistan;1989;5.9000001;619534;61324;558210
Afghanistan;1990;5.8000002;652030;63711;588319
Afghanistan;1991;5.5999999;707278;68289;638989
Afghanistan;1992;5.4000001;783101;74721;708380
Afghanistan;1993;5.0999999;869965;82119;787847
Afghanistan;1994;4.6999998;954455;89356;865100
Afghanistan;1995;45416,00;1028533;95703;932830
Afghanistan;1996;4.3000002;1086454;100795;985659
Afghanistan;1997;4.0999999;1131993;106644;1025349
Afghanistan;1998;3.9000001;1163473;111314;1052159
Afghanistan;1999;45507,00;1192680;115541;1077138
Afghanistan;2000;45476,00;1228925;120114;1108812
Afghanistan;2001;3.5999999;1274895;125384;1149511
Afghanistan;2002;45476,00;1329825;131469;1198356
Afghanistan;2003;45507,00;1390046;137947;1252098
Afghanistan;2004;45507,00;1449475;144378;1305098
Afghanistan;2005;4.0;1504433;150483;1353950
Afghanistan;2006;4.0999999;1553745;156158;1397587
Afghanistan;2007;4.3000002;1599691;161714;1437977
Afghanistan;2008;4.4000001;1644245;167313;1476933
Afghanistan;2009;4.5999999;1691957;173446;1518511
Afghanistan;2010;4.9000001;1743624;179969;1563656
Afghanistan;2011;5.0999999;1800309;186782;1613527
Afghanistan;2012;5.1999998;1862700;193836;1668864
Albania;1980;18.700001;360902;27584;333318
Albania;1981;45400,00;371658;28413;343245
Albania;1982;18.200001;382557;29246;353311
Albania;1983;45552,00;393867;30082;363785
Albania;1984;17.700001;405919;30947;374972
Albania;1985;45429,00;418871;31869;387002
Albania;1986;17.299999;433002;32809;400193
Albania;1987;17.0;448005;33774;414231
Albania;1988;16.799999;462614;34717;427897
Albania;1989;45428,00;474490;35487;439003
Albania;1990;45398,00;482850;36047;446803
Albania;1991;16.299999;487892;36412;451479
Albania;1992;16.299999;489417;36574;452844
Albania;1993;16.200001;488078;36552;451527
Albania;1994;45307,00;485775;36458;449317
Albania;1995;45307,00;483593;36355;447238
Albania;1996;16.0;481723;36235;445488
Albania;1997;16.299999;475222;35989;439233
Albania;1998;45428,00;470397;35767;434630
Albania;1999;16.700001;465894;35466;430428
Albania;2000;16.799999;461078;35035;426043
Albania;2001;45308,00;455877;34513;421364
Albania;2002;45399,00;450636;34027;416609
Albania;2003;18.200001;434588;33277;401310
Albania;2004;45553,00;422860;33057;389803
Albania;2005;19.0;426583;34169;392414
Albania;2006;45310,00;433852;35832;398020
Albania;2007;19.200001;443830;37914;405916
Albania;2008;19.200001;455797;40251;415547
Albania;2009;19.299999;469352;42768;426584
Albania;2010;45431,00;481678;44575;437103
Albania;2011;19.700001;494981;46461;448520
Albania;2012;45554,00;509040;48426;460614
Algeria;1980;45310,00;1636110;44442;1591668
Algeria;1981;45553,00;1696285;45828;1650458
Algeria;1982;18.799999;1759249;47141;1712108
Algeria;1983;18.700001;1826283;48495;1777788
Algeria;1984;45430,00;1896411;49825;1846585
Algeria;1985;18.299999;1969586;51172;1918414
Algeria;1986;18.200001;2045829;52557;1993272
Algeria;1987;45309,00;2125295;53944;2071351
Algeria;1988;18.0;2211486;55520;2155965
Algeria;1989;17.799999;2302051;57180;2244871
Algeria;1990;17.700001;2396876;58967;2337909
Algeria;1991;45460,00;2497165;60977;2436188
Algeria;1992;45399,00;2602202;62893;2539310
Algeria;1993;17.299999;2714059;64808;2649251
Algeria;1994;17.200001;2831649;66621;2765029
Algeria;1995;17.0;2954172;68475;2885697
Algeria;1996;16.799999;3081682;70447;3011235
Algeria;1997;17.0;3138907;72246;3066661
Algeria;1998;17.200001;3190250;73875;3116375
Algeria;1999;45399,00;3243047;75392;3167655
Algeria;2000;45429,00;3296121;76851;3219270
Algeria;2001;17.700001;3344091;78444;3265647
Algeria;2002;18.0;3378788;80134;3298655
Algeria;2003;18.799999;3297692;81728;3215964
Algeria;2004;19.700001;3205753;83812;3121941
Algeria;2005;20.700001;3115071;86448;3028623
Algeria;2006;45464,00;3051530;90939;2960591
Algeria;2007;45434,00;2999483;96011;2903472
Algeria;2008;23.299999;2962131;101419;2860712
Algeria;2009;45315,00;2944512;107066;2837446
Algeria;2010;45467,00;2948128;112915;2835213
Algeria;2011;45467,00;3028690;117718;2910972
Algeria;2012;45406,00;3123101;122671;3000430
Andorra;1980;45460,00;7636;3244;4391
Andorra;1981;17.799999;8671;3676;4994
Andorra;1982;45309,00;9232;3909;5323
Andorra;1983;45400,00;9711;4105;5606
Andorra;1984;18.799999;10058;4244;5814
Andorra;1985;45310,00;10585;4457;6128
Andorra;1986;19.299999;11102;4663;6439
Andorra;1987;45431,00;11436;4791;6644
Andorra;1988;45431,00;11861;4960;6901
Andorra;1989;45431,00;12139;5067;7071
Andorra;1990;45431,00;12649;5272;7378
Andorra;1991;45401,00;13530;5629;7900
Andorra;1992;45431,00;14305;5937;8368
Andorra;1993;19.700001;15001;6207;8793
Andorra;1994;19.799999;15325;6324;9000
Andorra;1995;20.0;15201;6255;8946
Andorra;1996;45311,00;15240;6256;8984
Andorra;1997;20.0;15387;6318;9069
Andorra;1998;45554,00;15548;6400;9148
Andorra;1999;45462,00;15598;6442;9156
Andorra;2000;45401,00;15541;6442;9100
Andorra;2001;45310,00;15479;6441;9038
Andorra;2002;18.799999;15516;6477;9039
Andorra;2003;45461,00;15952;6683;9269
Andorra;2004;45400,00;16734;7039;9695
Andorra;2005;18.299999;17121;7228;9893
Andorra;2006;18.200001;17322;7339;9983
Andorra;2007;18.200001;17576;7467;10109
Andorra;2008;45400,00;17716;7539;10177
Andorra;2009;18.700001;17751;7559;10191
Andorra;2010;45310,00;17718;7544;10174
Andorra;2011;45462,00;17686;7528;10158
Andorra;2012;45554,00;17757;7542;10216
Angola;1980;22.700001;355432;23628;331804
Angola;1981;45557,00;368686;24330;344356
Angola;1982;45314,00;383039;25088;357951
Angola;1983;23.299999;397824;25849;371975
Angola;1984;45435,00;412279;26596;385683
Angola;1985;45435,00;425787;27310;398476
Angola;1986;45466,00;437990;27988;410002
Angola;1987;45435,00;448940;28647;420293
Angola;1988;45435,00;459222;29311;429912
Angola;1989;45405,00;470041;30010;440031
Angola;1990;23.299999;482103;30761;451343
Angola;1991;23.200001;495826;31601;464225
Angola;1992;23.200001;511147;32563;478584
Angola;1993;23.299999;528509;33604;494905
Angola;1994;45405,00;546030;34617;511413
Angola;1995;45405,00;562869;35600;527270
Angola;1996;23.200001;577854;36546;541308
Angola;1997;23.0;593637;38334;555304
Angola;1998;22.700001;610351;40950;569400
Angola;1999;45404,00;628396;43849;584547
Angola;2000;45313,00;648075;46818;601257
Angola;2001;45556,00;670045;49824;620221
Angola;2002;45433,00;693035;52818;640216
Angola;2003;21.299999;717513;55809;661704
Angola;2004;21.0;742615;58755;683860
Angola;2005;45463,00;767136;61608;705528
Angola;2006;45311,00;791084;64417;726667
Angola;2007;45462,00;814860;67120;747739
Angola;2008;19.0;839378;69819;769559
Angola;2009;45461,00;865678;72575;793103
Angola;2010;18.299999;893543;75343;818200
Angola;2011;45309,00;923026;78239;844787
Angola;2012;45552,00;954216;81267;872950
Antigua and Barbuda;1980;119.5;2425;589;1836
Antigua and Barbuda;1981;116.6;2398;584;1814
Antigua and Barbuda;1982;114.3;2371;580;1790
Antigua and Barbuda;1983;111.3;2313;572;1741
Antigua and Barbuda;1984;107.3;2228;558;1670
Antigua and Barbuda;1985;102.4;2133;542;1591
Antigua and Barbuda;1986;96.599998;2027;523;1504
Antigua and Barbuda;1987;90.5;1926;504;1421
Antigua and Barbuda;1988;84.400002;1835;487;1348
Antigua and Barbuda;1989;78.800003;1764;474;1291
Antigua and Barbuda;1990;74.099998;1723;466;1257
Antigua and Barbuda;1991;70.300003;1711;464;1248
Antigua and Barbuda;1992;67.5;1728;468;1261
Antigua and Barbuda;1993;65.0;1758;475;1283
Antigua and Barbuda;1994;62.599998;1792;486;1306
Antigua and Barbuda;1995;61.200001;1835;502;1333
Antigua and Barbuda;1996;59.599998;1873;520;1353
Antigua and Barbuda;1997;58.200001;1905;538;1366
Antigua and Barbuda;1998;56.700001;1932;556;1376
Antigua and Barbuda;1999;55.099998;1956;571;1385
Antigua and Barbuda;2000;53.700001;1976;581;1396
Antigua and Barbuda;2001;52.5;1998;586;1412
Antigua and Barbuda;2002;51.200001;2014;587;1428
Antigua and Barbuda;2003;49.799999;2028;585;1443
Antigua and Barbuda;2004;48.299999;2039;584;1455
Antigua and Barbuda;2005;46.5;2052;588;1464
Antigua and Barbuda;2006;44.099998;2060;594;1466
Antigua and Barbuda;2007;41.299999;2069;604;1465
Antigua and Barbuda;2008;39.099998;2088;617;1471
Antigua and Barbuda;2009;38.200001;2121;634;1486
Antigua and Barbuda;2010;38.099998;2157;648;1508
Antigua and Barbuda;2011;38.5;2197;662;1536
Antigua and Barbuda;2012;38.900002;2236;673;1563
Argentina;1980;19.299999;5141750;2210148;2931602
Argentina;1981;19.200001;5176002;2229579;2946423
Argentina;1982;19.200001;5222601;2251315;2971286
Argentina;1983;45310,00;5270415;2272455;2997959
Argentina;1984;45310,00;5318259;2292309;3025950
Argentina;1985;45310,00;5375991;2316159;3059832
Argentina;1986;45310,00;5427830;2339868;3087962
Argentina;1987;45310,00;5483239;2366461;3116779
Argentina;1988;45310,00;5547633;2396695;3150938
Argentina;1989;45310,00;5627009;2432776;3194233
Argentina;1990;45310,00;5711538;2471415;3240123
Argentina;1991;19.0;5788048;2509421;3278627
Argentina;1992;18.799999;5862939;2550732;3312207
Argentina;1993;45430,00;5937593;2592532;3345061
Argentina;1994;18.200001;6008934;2633558;3375376
Argentina;1995;18.0;6091760;2678275;3413485
Argentina;1996;17.799999;6175547;2724716;3450831
Argentina;1997;45460,00;6210715;2744874;3465842
Argentina;1998;45429,00;6231683;2753661;3478021
Argentina;1999;45429,00;6266828;2765402;3501425
Argentina;2000;45429,00;6315848;2780452;3535396
Argentina;2001;45460,00;6378514;2797441;3581073
Argentina;2002;17.700001;6460856;2821133;3639723
Argentina;2003;45552,00;6530178;2839831;3690347
Argentina;2004;18.0;6578400;2851670;3726730
Argentina;2005;45309,00;6598388;2850828;3747559
Argentina;2006;18.299999;6543968;2813769;3730200
Argentina;2007;45430,00;6478164;2770469;3707695
Argentina;2008;45461,00;6416750;2723762;3692988
Argentina;2009;18.799999;6348211;2669364;3678848
Argentina;2010;45310,00;6218327;2580572;3637755
Argentina;2011;45401,00;6085273;2492561;3592711
Argentina;2012;19.700001;5987695;2425107;3562587
Armenia;1980;22.299999;560278;27387;532890
Armenia;1981;45313,00;576592;28215;548377
Armenia;1982;21.799999;591772;28962;562811
Armenia;1983;21.700001;606217;29650;576567
Armenia;1984;45464,00;620530;30345;590186
Armenia;1985;45433,00;635163;31100;604063
Armenia;1986;45403,00;650468;31953;618516
Armenia;1987;45403,00;666044;32903;633141
Armenia;1988;45403,00;679682;33858;645824
Armenia;1989;45403,00;688658;34691;653967
Armenia;1990;45464,00;691309;35312;655997
Armenia;1991;21.799999;686801;35697;651103
Armenia;1992;45313,00;676808;35943;640864
Armenia;1993;45434,00;663085;36028;627057
Armenia;1994;45557,00;648834;36139;612695
Armenia;1995;45405,00;637232;36245;600987
Armenia;1996;23.799999;629091;36353;592738
Armenia;1997;45436,00;619192;34646;584546
Armenia;1998;45316,00;612686;33231;579455
Armenia;1999;45437,00;609215;31982;577233
Armenia;2000;25.799999;607845;30650;577195
Armenia;2001;26.0;605465;28353;577112
Armenia;2002;26.0;606408;26413;579996
Armenia;2003;45560,00;609887;24813;585074
Armenia;2004;45468,00;614375;23514;590862
Armenia;2005;25.200001;618988;22475;596512
Armenia;2006;45559,00;620158;21728;598431
Armenia;2007;45467,00;620281;21156;599125
Armenia;2008;24.299999;620155;20715;599440
Armenia;2009;24.0;620825;20441;600384
Armenia;2010;23.700001;622517;20340;602177
Armenia;2011;45405,00;626850;20498;606352
Armenia;2012;45314,00;631086;20821;610265
Australia;1980;45436,00;3355016;1484506;1870510
Australia;1981;45406,00;3364053;1495378;1868674
Australia;1982;24.299999;3380260;1509591;1870669
Australia;1983;24.299999;3391400;1523179;1868222
Australia;1984;24.299999;3375172;1529566;1845606
Australia;1985;24.200001;3353929;1535634;1818295
Australia;1986;45315,00;3334770;1539312;1795458
Australia;1987;45558,00;3321084;1539836;1781248
Australia;1988;23.700001;3313344;1538660;1774684
Australia;1989;23.299999;3317820;1541013;1776807
Australia;1990;45557,00;3338082;1545244;1792838
Australia;1991;22.700001;3360141;1550622;1809519
Australia;1992;45404,00;3378500;1556379;1822121
Australia;1993;45313,00;3396002;1563979;1832023
Australia;1994;45556,00;3390339;1566890;1823449
Australia;1995;21.700001;3382914;1571260;1811654
Australia;1996;45433,00;3370175;1571726;1798449
Australia;1997;21.299999;3350770;1566609;1784160
Australia;1998;21.0;3328343;1557835;1770507
Australia;1999;20.799999;3285821;1530452;1755368
Australia;2000;20.700001;3250473;1503713;1746761
Australia;2001;45432,00;3222749;1480815;1741934
Australia;2002;20.299999;3196807;1461459;1735348
Australia;2003;20.200001;3166639;1442434;1724204
Australia;2004;45311,00;3129217;1422859;1706358
Australia;2005;45311,00;3087272;1403957;1683315
Australia;2006;20.200001;3044524;1384748;1659776
Australia;2007;20.299999;3006203;1367864;1638339
Australia;2008;45402,00;2988559;1360640;1627919
Australia;2009;45432,00;2979659;1356975;1622685
Australia;2010;45432,00;2944091;1341872;1602219
Australia;2011;45402,00;2938308;1340226;1598082
Australia;2012;45311,00;2961263;1354856;1606407
Austria;1980;30.799999;1564894;636203;928691
Austria;1981;45473,00;1552093;626040;926053
Austria;1982;45321,00;1555638;618649;936989
Austria;1983;45441,00;1560443;611039;949404
Austria;1984;28.799999;1575031;606807;968224
Austria;1985;28.200001;1590228;604478;985750
Austria;1986;45439,00;1610220;607059;1003161
Austria;1987;45438,00;1648263;624944;1023319
Austria;1988;45468,00;1690169;648186;1041982
Austria;1989;45467,00;1735826;675615;1060211
Austria;1990;23.700001;1782252;704458;1077794
Austria;1991;45557,00;1826640;732574;1094066
Austria;1992;45434,00;1860854;757323;1103531
Austria;1993;22.200001;1884044;775803;1108241
Austria;1994;22.200001;1886001;782909;1103092
Austria;1995;22.299999;1865505;777451;1088054
Austria;1996;45434,00;1838227;768796;1069431
Austria;1997;45434,00;1835214;771473;1063741
Austria;1998;45464,00;1891378;802327;1089051
Austria;1999;20.700001;1961512;841498;1120013
Austria;2000;45554,00;2020904;878852;1142052
Austria;2001;19.200001;2078882;915747;1163135
Austria;2002;18.799999;2125994;946866;1179128
Austria;2003;18.700001;2136144;957877;1178268
Austria;2004;18.799999;2132330;959119;1173210
Austria;2005;19.0;2109607;943268;1166338
Austria;2006;19.200001;2080950;924958;1155991
Austria;2007;19.200001;2067054;912791;1154263
Austria;2008;45310,00;2064563;905549;1159015
Austria;2009;45310,00;2078843;904335;1174508
Austria;2010;19.0;2088106;904509;1183597
Austria;2011;45553,00;2097089;906331;1190758
Austria;2012;18.799999;2109044;910273;1198771
Azerbaijan;1980;45402,00;814426;18303;796122
Azerbaijan;1981;20.0;840708;18900;821808
Azerbaijan;1982;45431,00;867301;19499;847803
Azerbaijan;1983;45310,00;893189;20073;873115
Azerbaijan;1984;18.700001;916807;20591;896216
Azerbaijan;1985;45400,00;937310;21021;916289
Azerbaijan;1986;45309,00;955588;21409;934179
Azerbaijan;1987;18.0;970657;21752;948906
Azerbaijan;1988;45552,00;984463;22078;962385
Azerbaijan;1989;17.799999;999508;22398;977110
Azerbaijan;1990;45460,00;1015868;22692;993176
Azerbaijan;1991;45399,00;1035083;23010;1012073
Azerbaijan;1992;17.0;1052460;23238;1029222
Azerbaijan;1993;45398,00;1067887;23416;1044471
Azerbaijan;1994;45519,00;1079956;23633;1056323
Azerbaijan;1995;15.0;1088491;23797;1064694
Azerbaijan;1996;45396,00;1094683;23972;1070711
Azerbaijan;1997;45548,00;1099422;23994;1075428
Azerbaijan;1998;45425,00;1105618;24060;1081558
Azerbaijan;1999;45335,00;1116822;24220;1092602
Azerbaijan;2000;45304,00;1133760;24421;1109339
Azerbaijan;2001;45304,00;1156530;24761;1131769
Azerbaijan;2002;45335,00;1184983;25202;1159781
Azerbaijan;2003;45395,00;1218512;25761;1192751
Azerbaijan;2004;45486,00;1255303;26369;1228934
Azerbaijan;2005;45305,00;1297283;27108;1270175
Azerbaijan;2006;45518,00;1345112;28022;1317091
Azerbaijan;2007;45427,00;1395636;29041;1366595
Azerbaijan;2008;45307,00;1445241;30055;1415187
Azerbaijan;2009;45428,00;1493864;31062;1462802
Azerbaijan;2010;16.799999;1540019;31967;1508052
Azerbaijan;2011;17.0;1582090;32782;1549308
Azerbaijan;2012;17.0;1622189;33504;1588685
Bahamas;1980;38.900002;14684;3454;11230
Bahamas;1981;37.900002;15054;3549;11505
Bahamas;1982;36.700001;15431;3655;11777
Bahamas;1983;35.400002;15819;3771;12049
Bahamas;1984;33.900002;16168;3879;12288
Bahamas;1985;32.400002;16511;3989;12522
Bahamas;1986;45322,00;16867;4097;12770
Bahamas;1987;30.0;17236;4209;13027
Bahamas;1988;45563,00;17626;4328;13298
Bahamas;1989;45562,00;18017;4454;13563
Bahamas;1990;45318,00;18466;4598;13868
Bahamas;1991;45408,00;19009;4765;14243
Bahamas;1992;26.0;19629;4952;14676
Bahamas;1993;25.700001;20273;5150;15123
Bahamas;1994;45407,00;20887;5351;15536
Bahamas;1995;45316,00;21441;5552;15889
Bahamas;1996;24.700001;21918;5749;16169
Bahamas;1997;25.0;21664;5622;16043
Bahamas;1998;45316,00;21515;5528;15987
Bahamas;1999;25.0;21511;5476;16035
Bahamas;2000;24.700001;21679;5466;16213
Bahamas;2001;45406,00;22015;5500;16515
Bahamas;2002;45315,00;22493;5570;16923
Bahamas;2003;24.0;23096;5668;17427
Bahamas;2004;45558,00;23759;5784;17975
Bahamas;2005;23.799999;24416;5903;18513
Bahamas;2006;23.700001;25064;6025;19040
Bahamas;2007;23.700001;25729;6157;19572
Bahamas;2008;45558,00;26434;6303;20131
Bahamas;2009;45315,00;27186;6453;20733
Bahamas;2010;45406,00;27931;6600;21331
Bahamas;2011;45467,00;28657;6740;21917
Bahamas;2012;24.700001;29346;6875;22471
Bahrain;1980;45310,00;40835;5472;35364
Bahrain;1981;45553,00;43047;5799;37248
Bahrain;1982;19.0;44536;6154;38382
Bahrain;1983;45310,00;45624;6516;39108
Bahrain;1984;19.299999;46495;6854;39641
Bahrain;1985;45462,00;47316;7148;40168
Bahrain;1986;45311,00;48101;7385;40716
Bahrain;1987;20.700001;48804;7576;41228
Bahrain;1988;21.299999;49495;7756;41739
Bahrain;1989;22.0;50105;7935;42170
Bahrain;1990;45465,00;50728;8145;42582
Bahrain;1991;45314,00;51565;8412;43153
Bahrain;1992;23.299999;52978;8644;44334
Bahrain;1993;45405,00;54518;8905;45614
Bahrain;1994;45435,00;56040;9165;46875
Bahrain;1995;45466,00;57493;9436;48057
Bahrain;1996;23.700001;58814;9708;49106
Bahrain;1997;24.0;59543;9751;49792
Bahrain;1998;45436,00;59966;9651;50315
Bahrain;1999;26.0;58489;8865;49624
Bahrain;2000;45409,00;57985;8174;49811
Bahrain;2001;28.200001;58916;7692;51224
Bahrain;2002;27.200001;64235;7864;56371
Bahrain;2003;25.700001;71990;8275;63715
Bahrain;2004;45558,00;83000;8989;74011
Bahrain;2005;22.0;97778;10036;87741
Bahrain;2006;45311,00;116897;11444;105453
Bahrain;2007;45430,00;139652;13153;126499
Bahrain;2008;45460,00;160060;14879;145181
Bahrain;2009;45308,00;177840;16500;161339
Bahrain;2010;45551,00;190737;17850;172887
Bahrain;2011;45551,00;197864;18821;179043
Bahrain;2012;17.0;200159;19480;180679
Bangladesh;1980;9.3000002;11293245;369477;10923768
Bangladesh;1981;9.1999998;11582130;378311;11203820
Bangladesh;1982;9.1000004;11887603;386753;11500851
Bangladesh;1983;9.0;12209960;394783;11815177
Bangladesh;1984;8.8000002;12543836;402981;12140855
Bangladesh;1985;8.6999998;12888980;412054;12476926
Bangladesh;1986;45420,00;13251651;421681;12829970
Bangladesh;1987;8.3999996;13629358;431210;13198147
Bangladesh;1988;8.1999998;14015215;440956;13574259
Bangladesh;1989;8.0;14403888;450617;13953271
Bangladesh;1990;7.8000002;14786930;459493;14327437
Bangladesh;1991;7.5999999;15161601;467769;14693832
Bangladesh;1992;7.4000001;15523009;476062;15046948
Bangladesh;1993;7.1999998;15885115;484409;15400707
Bangladesh;1994;7.0;16267239;494298;15772942
Bangladesh;1995;6.8000002;16670371;504605;16165766
Bangladesh;1996;6.5999999;17095713;514935;16580778
Bangladesh;1997;6.4000001;17553987;529777;17024210
Bangladesh;1998;6.0999999;18016354;541372;17474981
Bangladesh;1999;5.9000001;18503259;553951;17949308
Bangladesh;2000;5.5999999;19014894;567394;18447500
Bangladesh;2001;5.4000001;19575053;582470;18992582
Bangladesh;2002;5.0999999;20180474;602230;19578244
Bangladesh;2003;4.8000002;21008853;662256;20346598
Bangladesh;2004;45416,00;21630563;720567;20909996
Bangladesh;2005;4.3000002;22035646;724420;21311226
Bangladesh;2006;4.0999999;22330758;720695;21610062
Bangladesh;2007;3.9000001;22540179;712258;21827921
Bangladesh;2008;45507,00;22693137;704269;21988868
Bangladesh;2009;3.5999999;22869372;698950;22170421
Bangladesh;2010;3.4000001;23204268;704126;22500142
Bangladesh;2011;45325,00;23586140;724048;22862092
Bangladesh;2012;3.0;24013742;750115;23263625
Barbados;1980;39.299999;11786;2070;9716
Barbados;1981;38.0;12000;2102;9898
Barbados;1982;37.099998;12290;2140;10149
Barbados;1983;36.299999;12605;2181;10424
Barbados;1984;35.5;12889;2216;10673
Barbados;1985;34.799999;13132;2246;10885
Barbados;1986;34.0;13287;2266;11021
Barbados;1987;33.099998;13394;2279;11115
Barbados;1988;32.200001;13457;2284;11173
Barbados;1989;31.299999;13480;2282;11198
Barbados;1990;30.799999;13509;2276;11233
Barbados;1991;30.700001;13532;2262;11270
Barbados;1992;45565,00;13581;2255;11325
Barbados;1993;31.200001;13604;2245;11358
Barbados;1994;31.6;13632;2236;11396
Barbados;1995;31.799999;13663;2224;11439
Barbados;1996;32.0;13686;2210;11476
Barbados;1997;32.0;13636;2179;11457
Barbados;1998;31.799999;13574;2148;11426
Barbados;1999;45443,00;13515;2121;11394
Barbados;2000;31.200001;13471;2101;11370
Barbados;2001;31.0;13467;2093;11374
Barbados;2002;45565,00;13491;2093;11398
Barbados;2003;30.799999;13524;2099;11426
Barbados;2004;45412,00;13543;2107;11436
Barbados;2005;30.0;13551;2116;11435
Barbados;2006;45441,00;13560;2127;11434
Barbados;2007;28.799999;13576;2138;11438
Barbados;2008;45319,00;13616;2151;11466
Barbados;2009;27.700001;13687;2168;11519
Barbados;2010;27.299999;13748;2186;11562
Barbados;2011;26.799999;13802;2204;11597
Barbados;2012;26.299999;13827;2212;11615
Belarus;1980;45426,00;2025347;378832;1646515
Belarus;1981;45426,00;2063107;384691;1678415
Belarus;1982;45457,00;2100275;389852;1710424
Belarus;1983;45487,00;2134678;394155;1740523
Belarus;1984;45518,00;2166956;398414;1768542
Belarus;1985;45549,00;2198602;403033;1795569
Belarus;1986;45306,00;2231899;407695;1824205
Belarus;1987;45366,00;2263766;411200;1852565
Belarus;1988;45458,00;2294239;414066;1880173
Belarus;1989;45519,00;2324748;416850;1907898
Belarus;1990;45307,00;2347529;418609;1928920
Belarus;1991;16.299999;2368324;420370;1947954
Belarus;1992;45428,00;2390063;421704;1968359
Belarus;1993;45459,00;2407585;422276;1985309
Belarus;1994;45459,00;2406203;421891;1984313
Belarus;1995;45459,00;2397560;419610;1977951
Belarus;1996;45428,00;2396350;415754;1980596
Belarus;1997;16.799999;2377781;412425;1965356
Belarus;1998;17.200001;2358410;410654;1947756
Belarus;1999;17.700001;2338979;409812;1929167
Belarus;2000;18.299999;2320364;410431;1909933
Belarus;2001;19.299999;2271072;412540;1858532
Belarus;2002;45402,00;2214387;415898;1798489
Belarus;2003;45464,00;2158715;420240;1738475
Belarus;2004;22.799999;2113621;425239;1688382
Belarus;2005;45315,00;2078616;430097;1648519
Belarus;2006;25.299999;2053342;434391;1618951
Belarus;2007;45438,00;2039936;437685;1602252
Belarus;2008;45439,00;2041056;440582;1600473
Belarus;2009;45410,00;2046281;441437;1604844
Belarus;2010;45320,00;2062684;441828;1620856
Belarus;2011;29.200001;2117626;443628;1673998
Belarus;2012;29.299999;2174988;446618;1728370
Belgium;1980;24.0;2545647;1034916;1510731
Belgium;1981;23.799999;2537536;1034812;1502724
Belgium;1982;45466,00;2530240;1035169;1495070
Belgium;1983;45435,00;2524578;1035192;1489386
Belgium;1984;23.299999;2516760;1034178;1482582
Belgium;1985;45314,00;2509189;1032210;1476980
Belgium;1986;45557,00;2501932;1029939;1471993
Belgium;1987;45465,00;2495593;1027807;1467785
Belgium;1988;45313,00;2502907;1030288;1472619
Belgium;1989;45464,00;2509722;1033330;1476392
Belgium;1990;45312,00;2506725;1036336;1470389
Belgium;1991;45463,00;2512019;1044018;1468001
Belgium;1992;20.0;2531070;1061179;1469891
Belgium;1993;45401,00;2557634;1082074;1475560
Belgium;1994;45553,00;2578992;1100861;1478131
Belgium;1995;45430,00;2572843;1098910;1473933
Belgium;1996;18.299999;2557226;1090132;1467094
Belgium;1997;18.200001;2512106;1067775;1444331
Belgium;1998;45309,00;2457552;1042387;1415165
Belgium;1999;45309,00;2392982;1014419;1378563
Belgium;2000;18.299999;2301099;982473;1318626
Belgium;2001;45430,00;2228574;959343;1269231
Belgium;2002;18.200001;2205239;958132;1247107
Belgium;2003;45309,00;2176689;954290;1222399
Belgium;2004;17.799999;2161006;956879;1204126
Belgium;2005;17.299999;2172518;972486;1200032
Belgium;2006;16.700001;2203645;994318;1209327
Belgium;2007;45307,00;2242630;1019035;1223595
Belgium;2008;45427,00;2285456;1044887;1240569
Belgium;2009;45306,00;2331401;1071142;1260260
Belgium;2010;45487,00;2349914;1081645;1268269
Belgium;2011;45426,00;2362174;1087725;1274448
Belgium;2012;45365,00;2371022;1091015;1280008
Belize;1980;50.900002;8538;759;7779
Belize;1981;49.700001;8686;768;7918
Belize;1982;48.599998;8861;780;8081
Belize;1983;47.599998;9055;796;8259
Belize;1984;46.5;9263;813;8449
Belize;1985;45.5;9484;832;8652
Belize;1986;44.400002;9707;851;8857
Belize;1987;43.299999;9930;869;9061
Belize;1988;42.099998;10147;887;9260
Belize;1989;40.900002;10347;905;9443
Belize;1990;39.700001;10530;922;9608
Belize;1991;38.700001;10693;940;9753
Belize;1992;37.700001;10851;962;9889
Belize;1993;36.799999;11016;986;10030
Belize;1994;36.0;11224;1013;10211
Belize;1995;35.299999;11488;1046;10442
Belize;1996;34.599998;11815;1082;10732
Belize;1997;34.400002;12093;1106;10987
Belize;1998;34.099998;12419;1132;11286
Belize;1999;33.900002;12761;1158;11603
Belize;2000;33.700001;13092;1181;11911
Belize;2001;33.599998;13404;1203;12201
Belize;2002;33.5;13720;1224;12496
Belize;2003;33.400002;14032;1246;12786
Belize;2004;33.700001;14215;1254;12961
Belize;2005;34.0;14455;1271;13184
Belize;2006;33.799999;14897;1313;13584
Belize;2007;33.599998;15404;1363;14041
Belize;2008;33.299999;15997;1422;14575
Belize;2009;33.0;16649;1487;15162
Belize;2010;32.700001;17344;1558;15786
Belize;2011;32.400002;18079;1634;16445
Belize;2012;32.099998;18827;1714;17114
