Country;Year;Daily cigarettes;Smokers.Total;Smokers.Female;Smokers.Male
Russia;1985;20.299999;38017335;9074703;28942631
Russia;1986;45311,00;38030592;8996310;29034281
Russia;1987;19.799999;38052251;8924680;29127573
Russia;1988;45462,00;38066684;8865203;29201481
Russia;1989;45401,00;38069129;8804960;29264168
Russia;1990;19.299999;38078221;8742342;29335880
Russia;1991;19.200001;38089230;8686935;29402294
Russia;1992;19.200001;38093414;8620157;29473255
Russia;1993;19.299999;37757889;8454258;29303629
Russia;1994;45431,00;37813808;8391055;29422751
Russia;1995;19.700001;37951602;8375303;29576300
Russia;1996;20.0;38011194;8374377;29636819
Russia;1997;45463,00;37652788;8375312;29277477
Russia;1998;21.299999;37262874;8434074;28828802
Russia;1999;22.0;36796213;8515323;28280892
Russia;2000;22.700001;36290534;8605235;27685298
Russia;2001;23.299999;35841948;8705722;27136225
Russia;2002;23.799999;35519076;8814702;26704372
Russia;2003;24.200001;35597036;9003694;26593343
Russia;2004;24.200001;35853704;9178964;26674740
Russia;2005;24.200001;36201913;9344996;26856917
Russia;2006;24.200001;36586859;9477480;27109379
Russia;2007;45315,00;37022880;9588800;27434080
Russia;2008;24.0;37454257;9680296;27773960
Russia;2009;24.0;37842384;9757651;28084732
Russia;2010;24.200001;37902915;9719097;28183815
Russia;2011;24.299999;38242847;9784122;28458726
Russia;2012;45406,00;38559077;9860813;28698263
Rwanda;1980;21.700001;373596;98558;275038
Rwanda;1981;21.700001;385266;101675;283590
Rwanda;1982;21.700001;396144;104780;291364
Rwanda;1983;21.700001;407467;108186;299281
Rwanda;1984;21.700001;420231;112130;308101
Rwanda;1985;21.700001;435095;116790;318305
Rwanda;1986;21.700001;453556;122505;331051
Rwanda;1987;21.700001;474852;129123;345729
Rwanda;1988;45464,00;495120;135681;359439
Rwanda;1989;45433,00;508662;140631;368031
Rwanda;1990;45403,00;511935;142929;369006
Rwanda;1991;21.299999;502452;141857;360595
Rwanda;1992;21.299999;483169;138152;345017
Rwanda;1993;21.200001;460862;133683;327179
Rwanda;1994;21.0;445868;131378;314490
Rwanda;1995;20.799999;447901;133878;314024
Rwanda;1996;45432,00;469089;141905;327184
Rwanda;1997;20.799999;491907;147972;343935
Rwanda;1998;45312,00;520932;154991;365941
Rwanda;1999;45403,00;548382;160425;387957
Rwanda;2000;45464,00;568459;162652;405807
Rwanda;2001;45313,00;571533;153086;418447
Rwanda;2002;22.700001;568786;141458;427328
Rwanda;2003;23.200001;562508;129488;433020
Rwanda;2004;45558,00;555780;118319;437461
Rwanda;2005;24.799999;550365;108786;441578
Rwanda;2006;45408,00;533286;98175;435111
Rwanda;2007;45410,00;516429;88128;428301
Rwanda;2008;45473,00;501497;79301;422196
Rwanda;2009;32.799999;489204;71946;417259
Rwanda;2010;34.799999;480195;66266;413929
Rwanda;2011;36.400002;475807;62331;413476
Rwanda;2012;36.700001;489280;64104;425176
Saint Lucia;1980;23.799999;5708;1519;4189
Saint Lucia;1981;23.799999;5876;1563;4313
Saint Lucia;1982;23.700001;6056;1612;4444
Saint Lucia;1983;45435,00;6252;1664;4587
Saint Lucia;1984;23.299999;6477;1720;4758
Saint Lucia;1985;23.200001;6734;1777;4957
Saint Lucia;1986;45314,00;7034;1840;5194
Saint Lucia;1987;23.0;7362;1905;5456
Saint Lucia;1988;23.0;7719;1976;5743
Saint Lucia;1989;45314,00;8079;2052;6026
Saint Lucia;1990;23.299999;8431;2135;6296
Saint Lucia;1991;45405,00;8754;2219;6534
Saint Lucia;1992;45466,00;9059;2305;6753
Saint Lucia;1993;23.700001;9341;2393;6948
Saint Lucia;1994;23.799999;9620;2485;7135
Saint Lucia;1995;45558,00;9906;2584;7322
Saint Lucia;1996;45315,00;10202;2690;7512
Saint Lucia;1997;45559,00;10201;2655;7546
Saint Lucia;1998;25.700001;10255;2634;7621
Saint Lucia;1999;26.299999;10357;2629;7728
Saint Lucia;2000;26.799999;10498;2637;7861
Saint Lucia;2001;45318,00;10647;2648;7999
Saint Lucia;2002;27.299999;10821;2670;8151
Saint Lucia;2003;45409,00;11028;2705;8322
Saint Lucia;2004;45439,00;11285;2755;8530
Saint Lucia;2005;45439,00;11589;2817;8773
Saint Lucia;2006;45439,00;11958;2888;9070
Saint Lucia;2007;45409,00;12371;2966;9405
Saint Lucia;2008;27.299999;12806;3048;9757
Saint Lucia;2009;45318,00;13215;3123;10092
Saint Lucia;2010;27.0;13577;3188;10389
Saint Lucia;2011;45561,00;13884;3242;10642
Saint Lucia;2012;26.799999;14130;3286;10844
Saint Vincent and the Grenadines;1980;135.89999;5118;724;4394
Saint Vincent and the Grenadines;1981;133.10001;5270;737;4533
Saint Vincent and the Grenadines;1982;130.39999;5421;751;4670
Saint Vincent and the Grenadines;1983;127.5;5568;764;4804
Saint Vincent and the Grenadines;1984;124.7;5701;773;4928
Saint Vincent and the Grenadines;1985;122.0;5823;780;5043
Saint Vincent and the Grenadines;1986;119.4;5927;784;5143
Saint Vincent and the Grenadines;1987;116.9;6018;785;5233
Saint Vincent and the Grenadines;1988;114.2;6086;783;5302
Saint Vincent and the Grenadines;1989;111.6;6149;782;5367
Saint Vincent and the Grenadines;1990;109.2;6209;783;5426
Saint Vincent and the Grenadines;1991;107.0;6278;788;5490
Saint Vincent and the Grenadines;1992;105.1;6345;796;5549
Saint Vincent and the Grenadines;1993;103.4;6416;805;5610
Saint Vincent and the Grenadines;1994;102.0;6496;814;5682
Saint Vincent and the Grenadines;1995;100.6;6569;821;5748
Saint Vincent and the Grenadines;1996;99.199997;6643;827;5816
Saint Vincent and the Grenadines;1997;97.800003;6689;828;5861
Saint Vincent and the Grenadines;1998;96.400002;6733;829;5904
Saint Vincent and the Grenadines;1999;95.0;6779;831;5948
Saint Vincent and the Grenadines;2000;93.699997;6836;834;6003
Saint Vincent and the Grenadines;2001;92.400002;6907;846;6062
Saint Vincent and the Grenadines;2002;91.199997;6973;851;6122
Saint Vincent and the Grenadines;2003;89.900002;7033;856;6177
Saint Vincent and the Grenadines;2004;88.699997;7081;862;6219
Saint Vincent and the Grenadines;2005;87.599998;7118;866;6252
Saint Vincent and the Grenadines;2006;86.599998;7136;870;6265
Saint Vincent and the Grenadines;2007;85.5;7148;872;6275
Saint Vincent and the Grenadines;2008;84.5;7174;874;6300
Saint Vincent and the Grenadines;2009;83.699997;7208;875;6334
Saint Vincent and the Grenadines;2010;82.900002;7254;877;6377
Saint Vincent and the Grenadines;2011;82.199997;7307;880;6426
Saint Vincent and the Grenadines;2012;81.599998;7348;884;6464
Samoa;1980;25.799999;22767;6301;16466
Samoa;1981;45468,00;23246;6401;16846
Samoa;1982;25.299999;23759;6502;17257
Samoa;1983;25.0;24290;6606;17684
Samoa;1984;45467,00;24776;6703;18074
Samoa;1985;24.200001;25197;6786;18410
Samoa;1986;23.700001;25531;6846;18686
Samoa;1987;23.299999;25845;6894;18952
Samoa;1988;45557,00;26168;6947;19222
Samoa;1989;45404,00;26437;6996;19442
Samoa;1990;22.0;26750;7066;19684
Samoa;1991;21.700001;27098;7157;19940
Samoa;1992;45433,00;27429;7253;20176
Samoa;1993;21.200001;27732;7343;20389
Samoa;1994;45555,00;28077;7433;20644
Samoa;1995;20.700001;28354;7496;20858
Samoa;1996;20.299999;28560;7529;21031
Samoa;1997;20.200001;28426;7513;20913
Samoa;1998;20.0;28345;7487;20858
Samoa;1999;45554,00;28328;7481;20848
Samoa;2000;19.700001;28297;7474;20823
Samoa;2001;45401,00;28226;7467;20758
Samoa;2002;19.200001;28148;7474;20674
Samoa;2003;19.299999;27758;7437;20322
Samoa;2004;19.299999;27327;7390;19936
Samoa;2005;45401,00;26832;7314;19518
Samoa;2006;45462,00;26378;7238;19140
Samoa;2007;19.700001;25943;7147;18796
Samoa;2008;45554,00;25622;7075;18546
Samoa;2009;45311,00;25480;7046;18434
Samoa;2010;45311,00;25689;7097;18591
Samoa;2011;45311,00;25965;7166;18799
Samoa;2012;20.0;26316;7260;19056
Sao Tome and Principe;1980;45305,00;1839;297;1542
Sao Tome and Principe;1981;45548,00;1870;304;1567
Sao Tome and Principe;1982;45456,00;1894;309;1586
Sao Tome and Principe;1983;45335,00;1911;312;1599
Sao Tome and Principe;1984;45394,00;1926;315;1610
Sao Tome and Principe;1985;45515,00;1943;319;1624
Sao Tome and Principe;1986;11.0;1960;323;1637
Sao Tome and Principe;1987;45301,00;1976;327;1649
Sao Tome and Principe;1988;9.1999998;1995;331;1664
Sao Tome and Principe;1989;8.8000002;2022;337;1685
Sao Tome and Principe;1990;8.3000002;2054;343;1711
Sao Tome and Principe;1991;7.9000001;2092;349;1743
Sao Tome and Principe;1992;45419,00;2135;356;1780
Sao Tome and Principe;1993;7.1999998;2179;362;1817
Sao Tome and Principe;1994;6.9000001;2220;369;1851
Sao Tome and Principe;1995;6.5999999;2252;374;1878
Sao Tome and Principe;1996;6.4000001;2277;379;1898
Sao Tome and Principe;1997;6.1999998;2295;383;1912
Sao Tome and Principe;1998;6.0;2313;387;1926
Sao Tome and Principe;1999;5.6999998;2340;394;1946
Sao Tome and Principe;2000;5.5999999;2380;401;1979
Sao Tome and Principe;2001;5.4000001;2436;411;2025
Sao Tome and Principe;2002;5.1999998;2506;422;2084
Sao Tome and Principe;2003;5.0;2589;435;2154
Sao Tome and Principe;2004;5.0;2680;449;2231
Sao Tome and Principe;2005;4.9000001;2777;463;2314
Sao Tome and Principe;2006;5.0;2884;478;2406
Sao Tome and Principe;2007;5.0999999;2998;493;2505
Sao Tome and Principe;2008;5.3000002;3121;508;2612
Sao Tome and Principe;2009;5.5999999;3249;525;2724
Sao Tome and Principe;2010;5.8000002;3379;542;2837
Sao Tome and Principe;2011;6.0999999;3513;560;2953
Sao Tome and Principe;2012;6.4000001;3649;579;3070
Saudi Arabia;1980;74.0;399714;17529;382185
Saudi Arabia;1981;76.300003;415989;18064;397925
Saudi Arabia;1982;78.699997;431809;18574;413235
Saudi Arabia;1983;81.0;446998;19056;427942
Saudi Arabia;1984;82.900002;462407;19475;442932
Saudi Arabia;1985;83.599998;480286;19888;460398
Saudi Arabia;1986;82.5;505653;20341;485312
Saudi Arabia;1987;79.099998;543988;20939;523050
Saudi Arabia;1988;70.599998;626321;22619;603702
Saudi Arabia;1989;61.900002;734803;24803;710000
Saudi Arabia;1990;54.299999;864854;27500;837353
Saudi Arabia;1991;50.200001;970977;29404;941573
Saudi Arabia;1992;47.200001;1076589;31400;1045189
Saudi Arabia;1993;45.0;1175601;33548;1142053
Saudi Arabia;1994;43.299999;1263368;35825;1227542
Saudi Arabia;1995;42.0;1340779;38450;1302329
Saudi Arabia;1996;40.700001;1409684;41785;1367899
Saudi Arabia;1997;40.200001;1447521;45529;1401992
Saudi Arabia;1998;39.700001;1485157;50078;1435079
Saudi Arabia;1999;39.099998;1538302;55137;1483164
Saudi Arabia;2000;38.599998;1615053;60501;1554552
Saudi Arabia;2001;38.0;1718522;66077;1652445
Saudi Arabia;2002;37.5;1844054;71648;1772406
Saudi Arabia;2003;37.200001;1982704;77328;1905376
Saudi Arabia;2004;36.799999;2121220;83279;2037941
Saudi Arabia;2005;36.700001;2243497;90883;2152613
Saudi Arabia;2006;36.400002;2356186;99369;2256817
Saudi Arabia;2007;36.099998;2462685;108574;2354110
Saudi Arabia;2008;35.700001;2563340;118383;2444956
Saudi Arabia;2009;35.400002;2662948;128449;2534499
Saudi Arabia;2010;35.200001;2766358;138661;2627697
Saudi Arabia;2011;35.099998;2870828;145349;2725479
Saudi Arabia;2012;35.0;2978090;151983;2826107
Senegal;1980;21.0;324324;21989;302334
Senegal;1981;21.299999;331259;22630;308628
Senegal;1982;45312,00;337261;23213;314048
Senegal;1983;21.200001;345441;23901;321540
Senegal;1984;45403,00;354412;24655;329756
Senegal;1985;45403,00;363741;25447;338294
Senegal;1986;45403,00;373155;26251;346904
Senegal;1987;21.0;382246;27063;355182
Senegal;1988;20.700001;392424;27947;364477
Senegal;1989;20.299999;403878;28877;375001
Senegal;1990;20.0;416587;29858;386729
Senegal;1991;19.700001;430112;30849;399263
Senegal;1992;45401,00;444764;31880;412884
Senegal;1993;45310,00;460318;32941;427377
Senegal;1994;45553,00;476148;34002;442147
Senegal;1995;45400,00;490296;34984;455312
Senegal;1996;18.0;503103;35933;467170
Senegal;1997;17.799999;508344;35772;472573
Senegal;1998;17.299999;510843;35568;475275
Senegal;1999;16.700001;512416;35399;477017
Senegal;2000;45307,00;515140;35310;479830
Senegal;2001;45397,00;518732;35261;483472
Senegal;2002;45549,00;523657;35233;488424
Senegal;2003;45365,00;527137;35082;492055
Senegal;2004;45517,00;521953;33877;488076
Senegal;2005;45395,00;516667;32870;483797
Senegal;2006;13.0;513616;32203;481413
Senegal;2007;45455,00;511148;31601;479547
Senegal;2008;45363,00;510756;31082;479674
Senegal;2009;12.0;513357;30704;482653
Senegal;2010;45484,00;518601;30460;488141
Senegal;2011;45423,00;527115;30388;496727
Senegal;2012;45333,00;544610;31215;513395
Serbia;1980;45426,00;1560137;698012;862124
Serbia;1981;45426,00;1576326;704523;871803
Serbia;1982;45457,00;1593977;711286;882691
Serbia;1983;45487,00;1612358;718255;894103
Serbia;1984;45549,00;1629581;724602;904979
Serbia;1985;45306,00;1645805;730384;915421
Serbia;1986;45366,00;1660523;735542;924981
Serbia;1987;45458,00;1673797;739916;933881
Serbia;1988;45550,00;1687929;744476;943453
Serbia;1989;16.200001;1706885;751114;955772
Serbia;1990;45428,00;1733626;760974;972652
Serbia;1991;17.0;1776869;776749;1000120
Serbia;1992;18.0;1852399;802929;1049470
Serbia;1993;45462,00;1961667;839572;1122094
Serbia;1994;21.200001;2079749;878540;1201209
Serbia;1995;45465,00;2197128;916210;1280918
Serbia;1996;45558,00;2304865;949839;1355026
Serbia;1997;45559,00;2384604;973946;1410658
Serbia;1998;25.700001;2450551;993269;1457282
Serbia;1999;45469,00;2527907;1015397;1512510
Serbia;2000;45318,00;2575337;1027753;1547583
Serbia;2001;45409,00;2586975;1029259;1557716
Serbia;2002;45409,00;2570423;1023008;1547416
Serbia;2003;27.299999;2541714;1013403;1528311
Serbia;2004;45318,00;2487885;997079;1490807
Serbia;2005;26.799999;2427750;979336;1448414
Serbia;2006;45408,00;2365293;960506;1404787
Serbia;2007;45560,00;2299219;940919;1358300
Serbia;2008;25.299999;2238137;921629;1316507
Serbia;2009;24.799999;2197130;908570;1288560
Serbia;2010;24.299999;2164905;898733;1266172
Serbia;2011;45558,00;2138205;891003;1247201
Serbia;2012;45435,00;2118021;885420;1232601
Seychelles;1980;45555,00;7191;884;6307
Seychelles;1981;45311,00;7349;905;6444
Seychelles;1982;45462,00;7554;930;6623
Seychelles;1983;19.200001;7776;957;6819
Seychelles;1984;45553,00;7948;979;6969
Seychelles;1985;18.299999;8000;989;7011
Seychelles;1986;45552,00;7981;993;6987
Seychelles;1987;45460,00;7905;992;6912
Seychelles;1988;17.299999;7796;987;6808
Seychelles;1989;45398,00;7678;979;6698
Seychelles;1990;45366,00;7635;976;6659
Seychelles;1991;45365,00;7719;982;6737
Seychelles;1992;45304,00;7876;995;6881
Seychelles;1993;12.0;8079;1013;7066
Seychelles;1994;45362,00;8306;1035;7271
Seychelles;1995;45514,00;8510;1056;7454
Seychelles;1996;45392,00;8628;1073;7555
Seychelles;1997;9.6999998;8662;1081;7582
Seychelles;1998;9.0;8673;1086;7587
Seychelles;1999;45420,00;8741;1098;7643
Seychelles;2000;8.0;8878;1118;7760
Seychelles;2001;7.5999999;9096;1146;7950
Seychelles;2002;7.3000002;9386;1182;8203
Seychelles;2003;7.1999998;9742;1224;8518
Seychelles;2004;7.0999999;10107;1261;8846
Seychelles;2005;6.9000001;10417;1287;9130
Seychelles;2006;6.5999999;10671;1301;9370
Seychelles;2007;6.1999998;10870;1305;9565
Seychelles;2008;5.9000001;11048;1307;9742
Seychelles;2009;45417,00;11188;1306;9882
Seychelles;2010;5.0999999;11264;1304;9960
Seychelles;2011;4.5999999;11303;1306;9997
Seychelles;2012;4.1999998;11319;1311;10008
Sierra Leone;1980;7.3000002;336255;54731;281524
Sierra Leone;1981;7.3000002;341013;55510;285503
Sierra Leone;1982;7.1999998;345654;56254;289400
Sierra Leone;1983;7.0999999;350721;57087;293634
Sierra Leone;1984;7.0999999;356558;58091;298467
Sierra Leone;1985;7.0;363343;59302;304041
Sierra Leone;1986;6.9000001;371379;60757;310622
Sierra Leone;1987;6.8000002;380584;62417;318167
Sierra Leone;1988;6.6999998;389520;63978;325542
Sierra Leone;1989;6.5999999;396555;65179;331376
Sierra Leone;1990;45418,00;400500;65911;334589
Sierra Leone;1991;6.3000002;400503;66006;334498
Sierra Leone;1992;6.1999998;397456;65656;331801
Sierra Leone;1993;6.0;392839;65099;327740
Sierra Leone;1994;5.9000001;388511;64555;323957
Sierra Leone;1995;5.6999998;385882;64220;321662
Sierra Leone;1996;45417,00;385045;64118;320926
Sierra Leone;1997;5.3000002;384803;64705;320098
Sierra Leone;1998;5.0;387664;65453;322211
Sierra Leone;1999;4.8000002;394466;66753;327713
Sierra Leone;2000;4.5999999;405604;68709;336895
Sierra Leone;2001;4.4000001;421726;71405;350321
Sierra Leone;2002;4.3000002;442591;74697;367894
Sierra Leone;2003;4.3000002;466040;78405;387635
Sierra Leone;2004;4.3000002;489179;82054;407125
Sierra Leone;2005;4.3000002;510220;85377;424843
Sierra Leone;2006;4.3000002;528518;88339;440179
Sierra Leone;2007;4.4000001;544342;91074;453268
Sierra Leone;2008;4.4000001;558257;93740;464517
Sierra Leone;2009;4.4000001;570904;97623;473281
Sierra Leone;2010;4.4000001;584630;100501;484129
Sierra Leone;2011;4.4000001;598997;103460;495537
Sierra Leone;2012;45416,00;614196;106531;507666
Singapore;1980;28.700001;306001;42838;263163
Singapore;1981;27.799999;310001;43135;266865
Singapore;1982;27.200001;313317;43268;270049
Singapore;1983;45469,00;316176;43285;272891
Singapore;1984;26.0;318636;43186;275450
Singapore;1985;45437,00;321563;43127;278436
Singapore;1986;25.200001;325564;43185;282379
Singapore;1987;24.799999;329149;43001;286148
Singapore;1988;45467,00;322394;41951;280443
Singapore;1989;24.200001;326062;41724;284338
Singapore;1990;23.799999;335721;42266;293455
Singapore;1991;45435,00;340206;42277;297929
Singapore;1992;23.200001;344468;42224;302245
Singapore;1993;45557,00;347795;41971;305824
Singapore;1994;45465,00;350358;41616;308743
Singapore;1995;22.299999;352461;41192;311269
Singapore;1996;45313,00;354775;40858;313917
Singapore;1997;45556,00;356155;41214;314940
Singapore;1998;45556,00;358465;41804;316660
Singapore;1999;45313,00;358544;42937;315606
Singapore;2000;45313,00;358342;44294;314048
Singapore;2001;22.200001;361075;46307;314769
Singapore;2002;22.200001;364384;48313;316071
Singapore;2003;45313,00;368920;50383;318537
Singapore;2004;45556,00;373250;52539;320711
Singapore;2005;45403,00;381135;54396;326739
Singapore;2006;45555,00;390141;56575;333566
Singapore;2007;20.299999;389606;57065;332541
Singapore;2008;19.799999;397983;58752;339231
Singapore;2009;45401,00;411305;61359;349946
Singapore;2010;45553,00;416365;62180;354185
Singapore;2011;45430,00;419092;62389;356704
Singapore;2012;45309,00;422659;62902;359757
Slovakia;1980;45560,00;897431;284145;613286
Slovakia;1981;25.799999;901577;284384;617192
Slovakia;1982;25.799999;905270;284537;620733
Slovakia;1983;25.799999;908874;284691;624183
Slovakia;1984;25.799999;912804;285332;627472
Slovakia;1985;25.799999;916893;286480;630413
Slovakia;1986;25.799999;920886;287730;633156
Slovakia;1987;45560,00;925276;289158;636118
Slovakia;1988;45560,00;930483;290807;639676
Slovakia;1989;45560,00;936319;292432;643887
Slovakia;1990;45560,00;942685;294164;648521
Slovakia;1991;45560,00;951772;296463;655309
Slovakia;1992;45560,00;963764;299518;664247
Slovakia;1993;45560,00;977196;303167;674029
Slovakia;1994;45560,00;991971;306803;685168
Slovakia;1995;25.799999;1006906;310219;696687
Slovakia;1996;25.799999;1021509;313445;708065
Slovakia;1997;45560,00;1028186;318032;710153
Slovakia;1998;26.0;1033918;321573;712345
Slovakia;1999;45317,00;1040152;324658;715494
Slovakia;2000;26.200001;1046701;327337;719365
Slovakia;2001;45408,00;1052854;329592;723262
Slovakia;2002;45438,00;1057945;331960;725985
Slovakia;2003;26.700001;1061157;335111;726046
Slovakia;2004;27.200001;1057072;343729;713343
Slovakia;2005;45470,00;1052168;351600;700568
Slovakia;2006;45319,00;1039228;349008;690220
Slovakia;2007;28.700001;1025461;345038;680423
Slovakia;2008;29.200001;1014590;341020;673570
Slovakia;2009;29.700001;1008540;338146;670395
Slovakia;2010;29.799999;1014609;339581;675028
Slovakia;2011;29.700001;1023995;342021;681974
Slovakia;2012;29.700001;1035400;344950;690450
Slovenia;1980;34.799999;426184;175134;251050
Slovenia;1981;34.400002;427141;175753;251388
Slovenia;1982;34.099998;428971;176611;252359
Slovenia;1983;33.799999;430894;177527;253367
Slovenia;1984;33.5;432148;178317;253831
Slovenia;1985;33.200001;432272;178740;253532
Slovenia;1986;33.0;430897;178654;252243
Slovenia;1987;32.700001;428798;178211;250587
Slovenia;1988;32.599998;426185;177528;248657
Slovenia;1989;32.400002;423048;176809;246239
Slovenia;1990;32.299999;420520;176408;244112
Slovenia;1991;32.200001;418763;176443;242321
Slovenia;1992;32.099998;417040;176666;240374
Slovenia;1993;32.0;414255;176635;237621
Slovenia;1994;31.700001;410746;176254;234491
Slovenia;1995;45443,00;406807;175465;231342
Slovenia;1996;45322,00;402705;174189;228516
Slovenia;1997;45473,00;400051;173155;226896
Slovenia;1998;45321,00;396774;171672;225102
Slovenia;1999;45472,00;392348;169726;222622
Slovenia;2000;29.200001;386973;167572;219400
Slovenia;2001;45563,00;381207;165462;215746
Slovenia;2002;28.700001;375110;163358;211752
Slovenia;2003;45410,00;369674;161520;208154
Slovenia;2004;45319,00;367107;161141;205966
Slovenia;2005;27.700001;365996;160941;205055
Slovenia;2006;27.299999;365914;159445;206469
Slovenia;2007;26.700001;367815;158610;209205
Slovenia;2008;45560,00;374655;160014;214641
Slovenia;2009;25.200001;384272;162563;221709
Slovenia;2010;45559,00;388580;163852;224727
Slovenia;2011;24.799999;391621;164950;226671
Slovenia;2012;24.700001;393481;165707;227773
Solomon Islands;1980;5.0;35195;9436;25759
Solomon Islands;1981;5.0;36344;9757;26587
Solomon Islands;1982;5.0;37470;10077;27393
Solomon Islands;1983;5.0;38585;10399;28186
Solomon Islands;1984;4.9000001;39746;10735;29011
Solomon Islands;1985;4.8000002;40976;11089;29887
Solomon Islands;1986;4.6999998;42272;11459;30812
Solomon Islands;1987;4.5999999;43640;11855;31785
Solomon Islands;1988;4.4000001;45075;12272;32803
Solomon Islands;1989;4.3000002;46610;12714;33896
Solomon Islands;1990;4.1999998;48274;13182;35092
Solomon Islands;1991;4.0999999;50032;13661;36371
Solomon Islands;1992;4.0;51845;14146;37699
Solomon Islands;1993;3.9000001;53751;14652;39099
Solomon Islands;1994;3.9000001;55751;15165;40585
Solomon Islands;1995;45507,00;57843;15689;42154
Solomon Islands;1996;45507,00;59992;16212;43780
Solomon Islands;1997;45476,00;61821;16668;45153
Solomon Islands;1998;45476,00;63812;17175;46637
Solomon Islands;1999;3.5999999;65866;17749;48117
Solomon Islands;2000;45415,00;67849;18325;49523
Solomon Islands;2001;3.4000001;69722;18903;50818
Solomon Islands;2002;45354,00;71480;19468;52011
Solomon Islands;2003;45325,00;73216;20060;53157
Solomon Islands;2004;45325,00;74862;20641;54221
Solomon Islands;2005;3.0999999;76363;21176;55186
Solomon Islands;2006;3.0999999;77767;21691;56076
Solomon Islands;2007;45325,00;78728;22087;56641
Solomon Islands;2008;45325,00;79839;22495;57343
Solomon Islands;2009;45354,00;81538;23040;58497
Solomon Islands;2010;45354,00;83493;23653;59840
Solomon Islands;2011;3.4000001;85636;24320;61317
Solomon Islands;2012;3.4000001;87843;24986;62857
Somalia;1980;21.799999;386051;47595;338457
Somalia;1981;21.799999;395203;48747;346456
Somalia;1982;21.799999;395259;48732;346527
Somalia;1983;21.799999;389206;47963;341244
Somalia;1984;21.799999;382088;47045;335043
Somalia;1985;45556,00;377509;46413;331096
Somalia;1986;45556,00;376632;46168;330465
Somalia;1987;22.0;378470;46200;332270
Somalia;1988;22.0;381554;46387;335167
Somalia;1989;45313,00;384007;46533;337474
Somalia;1990;45313,00;384567;46477;338091
Somalia;1991;22.200001;382809;46164;336645
Somalia;1992;22.200001;379426;45659;333768
Somalia;1993;22.299999;376050;45121;330928
Somalia;1994;22.299999;374231;44741;329490
Somalia;1995;22.299999;375408;44730;330678
Somalia;1996;22.299999;380189;45114;335075
Somalia;1997;22.700001;382148;43369;338779
Somalia;1998;45314,00;386799;42343;344456
Somalia;1999;45405,00;393011;41847;351164
Somalia;2000;23.700001;399655;41674;357981
Somalia;2001;24.0;406389;41698;364692
Somalia;2002;24.200001;413512;41888;371624
Somalia;2003;45436,00;420949;42224;378725
Somalia;2004;24.799999;428613;42648;385965
Somalia;2005;25.0;436876;43127;393748
Somalia;2006;25.299999;445629;43656;401973
Somalia;2007;45468,00;454764;44265;410498
Somalia;2008;25.799999;464293;44923;419370
Somalia;2009;45317,00;474791;45701;429090
Somalia;2010;26.299999;486542;46604;439938
Somalia;2011;45438,00;499596;47668;451928
Somalia;2012;45469,00;513594;48838;464756
South Africa;1980;45465,00;4025272;798640;3226631
South Africa;1981;45313,00;4105302;814291;3291011
South Africa;1982;21.799999;4206079;833858;3372221
South Africa;1983;45433,00;4321325;855760;3465565
South Africa;1984;45312,00;4428537;877409;3551128
South Africa;1985;20.799999;4545090;901299;3643790
South Africa;1986;45432,00;4662194;926419;3735775
South Africa;1987;20.200001;4771594;950491;3821103
South Africa;1988;45462,00;4872994;973881;3899112
South Africa;1989;19.0;4982965;999403;3983562
South Africa;1990;45400,00;5118080;1029127;4088953
South Africa;1991;17.799999;5278584;1062800;4215784
South Africa;1992;17.299999;5464407;1099461;4364946
South Africa;1993;16.799999;5656208;1137126;4519082
South Africa;1994;45307,00;5838436;1175735;4662700
South Africa;1995;45397,00;6002634;1213949;4788686
South Africa;1996;45487,00;6144491;1253766;4890725
South Africa;1997;45365,00;6157621;1283758;4873863
South Africa;1998;45548,00;6165442;1312133;4853309
South Africa;1999;45517,00;6042932;1320451;4722482
South Africa;2000;45486,00;5904379;1318506;4585873
South Africa;2001;45486,00;5761120;1312372;4448748
South Africa;2002;45456,00;5617076;1309705;4307370
South Africa;2003;45456,00;5486651;1317107;4169544
South Africa;2004;45456,00;5317589;1330522;3987066
South Africa;2005;45456,00;5166459;1358401;3808058
South Africa;2006;45425,00;5072256;1419926;3652331
South Africa;2007;45335,00;5022143;1493810;3528333
South Africa;2008;45485,00;5070587;1543199;3527388
South Africa;2009;45394,00;5161060;1587899;3573161
South Africa;2010;45303,00;5265381;1622558;3642822
South Africa;2011;45546,00;5375874;1648305;3727569
South Africa;2012;45515,00;5491791;1669391;3822400
South Korea;1980;22.700001;8446893;841110;7605783
South Korea;1981;22.799999;8710215;850909;7859307
South Korea;1982;45557,00;8966882;857516;8109366
South Korea;1983;23.0;9217350;862897;8354454
South Korea;1984;45314,00;9469450;868660;8600790
South Korea;1985;23.200001;9725105;875199;8849906
South Korea;1986;23.200001;9978974;881369;9097605
South Korea;1987;23.200001;10226613;887133;9339479
South Korea;1988;23.200001;10460395;891456;9568939
South Korea;1989;23.200001;10676073;894592;9781481
South Korea;1990;23.200001;10839743;897658;9942086
South Korea;1991;45405,00;10925914;879966;10045948
South Korea;1992;45435,00;10989076;863314;10125762
South Korea;1993;23.700001;11043459;852826;10190633
South Korea;1994;45466,00;11154574;862005;10292569
South Korea;1995;45435,00;11261065;878324;10382741
South Korea;1996;45435,00;11303588;891166;10412423
South Korea;1997;45435,00;11290378;903707;10386672
